"spp","year","round","region","area","averagewater","point_type","annual","perennial","up"
"veg",2012,3,"ne","ccnwr",0,0,100,0,0
"veg",2012,3,"ne","ccnwr",14,0,2,0,0
"veg",2012,3,"ne","ccnwr",15.6,0,100,0,0
"veg",2012,3,"ne","ccnwr",0,0,50,0,10
"veg",2012,3,"ne","ccnwr",0,0,0,0,0
"veg",2012,3,"ne","ccnwr",0,0,0,0,10
"veg",2012,3,"ne","ccnwr",0,0,60,0,0
"veg",2012,3,"ne","ccnwr",15.6,0,20,0,0
"veg",2012,3,"ne","ccnwr",0,0,5,0,45
"veg",2012,3,"ne","ccnwr",10.6,0,15,0,0
"veg",2012,3,"ne","ccnwr",15.6,0,60,0,0
"veg",2012,3,"ne","ccnwr",0,0,15,0,0
"veg",2012,3,"ne","ccnwr",0,0,100,0,0
"veg",2012,3,"ne","ccnwr",0,0,15,0,80
"veg",2012,3,"ne","ccnwr",0,0,53,0,0
"veg",2012,3,"se","dcca",0,0,0,0,0
"veg",2012,3,"se","dcca",6.8,0,9,0,0
"veg",2012,3,"se","dcca",3.2,0,0,0,35
"veg",2012,3,"se","dcca",2.6,0,15,0,35
"veg",2012,3,"se","dcca",1.6,0,20,0,5
"veg",2012,3,"ne","bkca",13.2,0,0,0,0
"veg",2012,3,"ne","bkca",33.8,0,50,0,15
"veg",2012,3,"ne","bkca",18.6,0,60,0,3
"veg",2012,3,"ne","bkca",4.8,0,0,0,85
"veg",2012,3,"ne","bkca",1.8,0,0,0,55
"veg",2012,2,"ne","bkca",4.2,0,0,0,0
"veg",2012,2,"ne","bkca",0,0,38,0,15
"veg",2012,2,"ne","bkca",8.8,0,10,0,20
"veg",2012,2,"ne","bkca",0,0,38,0,3
"veg",2012,2,"ne","bkca",14.8,0,90,0,0
"veg",2012,3,"ne","bkca",3.3,0,40,0,0
"veg",2012,3,"ne","bkca",18.6,0,0,0,15
"veg",2012,3,"ne","bkca",12.6,0,0,0,0
"veg",2012,3,"ne","bkca",38.4,0,25,0,30
"veg",2012,3,"ne","bkca",14.2,0,20,0,15
"veg",2012,3,"ne","bkca",14.2,0,0,0,50
"veg",2012,3,"ne","bkca",15.2,0,65,0,15
"veg",2012,3,"ne","bkca",0,0,0,0,67
"veg",2012,3,"ne","bkca",0,0,0,0,85
"veg",2012,3,"ne","bkca",7.4,0,73,0,0
"veg",2012,3,"ne","bkca",1.8,0,0,0,85
"veg",2012,3,"ne","bkca",13.2,0,30,0,0
"veg",2012,3,"ne","bkca",0,0,45,0,0
"veg",2012,3,"ne","bkca",38.4,0,10,0,90
"veg",2012,3,"ne","bkca",0,0,20,0,15
"veg",2012,3,"nc","slnwr",0,0,50,0,0
"veg",2012,3,"nc","slnwr",9,0,85,0,0
"veg",2012,3,"nc","slnwr",15.2,0,29,0,70
"veg",2012,3,"nc","slnwr",7.4,0,98,0,0
"veg",2012,3,"nc","slnwr",0,0,46,0,3
"veg",2012,3,"nc","slnwr",37,0,0,0,0
"veg",2012,3,"nc","slnwr",21.4,0,40,0,0
"veg",2012,3,"nc","slnwr",16,0,65,0,20
"veg",2012,3,"nc","slnwr",26.8,0,20,0,0
"veg",2012,3,"nc","slnwr",0,0,20,0,0
"veg",2012,3,"nc","slnwr",13.4,0,90,0,0
"veg",2012,3,"nc","slnwr",0,0,30,0,0
"veg",2012,3,"nc","slnwr",8.6,0,15,0,0
"veg",2012,3,"nc","slnwr",3.2,0,50,0,0
"veg",2012,3,"nc","slnwr",39.2,0,35,0,0
"veg",2012,3,"nc","slnwr",0,0,75,0,0
"veg",2012,3,"nc","slnwr",15.2,0,2,0,0
"veg",2012,3,"nc","slnwr",0,0,25,0,5
"veg",2012,3,"nc","slnwr",7.4,0,60,0,0
"veg",2012,3,"nc","slnwr",24.2,0,5,0,35
"veg",2012,3,"nc","slnwr",15.6,0,25,0,25
"veg",2012,3,"nc","slnwr",7.8,0,27,0,0
"veg",2012,3,"nc","slnwr",21.4,0,20,0,30
"veg",2012,3,"nc","slnwr",0,0,3,0,15
"veg",2012,3,"nc","slnwr",4.4,0,97,0,0
"veg",2012,3,"nc","slnwr",0,0,40,0,0
"veg",2012,3,"nc","slnwr",21.4,0,65,0,0
"veg",2012,3,"nc","slnwr",7.4,0,40,0,30
"veg",2012,3,"nc","slnwr",0.6,0,35,0,0
"veg",2012,3,"nc","slnwr",10.2,0,63,0,0
"veg",2012,3,"nc","slnwr",5.8,0,30,0,0
"veg",2012,3,"nc","slnwr",1.6,0,40,0,20
"veg",2012,3,"nc","slnwr",16,0,3,0,15
"veg",2012,3,"nc","slnwr",8,0,90,0,0
"veg",2012,3,"nc","slnwr",0,0,99,0,0
"veg",2012,3,"nc","slnwr",0,0,3,0,15
"veg",2012,3,"nc","slnwr",16,0,0,0,90
"veg",2012,3,"nc","slnwr",0,0,50,0,0
"veg",2012,3,"nc","slnwr",12.8,0,35,0,0
"veg",2012,3,"nc","slnwr",3.2,0,75,0,0
"veg",2012,3,"nc","slnwr",7,0,80,0,0
"veg",2012,3,"nc","slnwr",15.2,0,20,0,10
"veg",2012,3,"nc","slnwr",0,0,70,0,0
"veg",2012,3,"nc","slnwr",8,0,85,0,5
"veg",2012,3,"nc","slnwr",7.8,0,63,0,0
"veg",2012,3,"nc","slnwr",0,0,92,0,8
"veg",2012,3,"nc","slnwr",15.4,0,20,0,10
"veg",2012,3,"nc","slnwr",10.6,0,20,0,30
"veg",2012,3,"nc","slnwr",0.6,0,98,0,0
"veg",2012,3,"nc","slnwr",3.2,0,95,0,0
"veg",2012,3,"nc","slnwr",10.6,0,85,0,0
"veg",2012,3,"nc","slnwr",11.2,0,50,0,0
"veg",2012,3,"nc","slnwr",16,0,90,0,0
"veg",2012,3,"nc","slnwr",12,0,10,0,0
"veg",2012,3,"nc","slnwr",27.6,0,95,0,0
"veg",2012,2,"nc","slnwr",11,0,90,0,0
"veg",2012,2,"nc","slnwr",15.2,0,30,0,0
"veg",2012,2,"nc","slnwr",0,0,20,0,10
"veg",2012,2,"nc","slnwr",0,0,98,0,0
"veg",2012,2,"nc","slnwr",17.2,0,35,0,0
"veg",2012,3,"nc","slnwr",0,0,12,0,85
"veg",2012,3,"nc","slnwr",26.8,0,50,0,0
"veg",2012,3,"nc","slnwr",0,0,95,0,0
"veg",2012,3,"nc","slnwr",3,0,90,0,0
"veg",2012,3,"nc","slnwr",4,0,55,0,35
"veg",2012,3,"nc","slnwr",1.6,0,99,0,0
"veg",2012,3,"nc","slnwr",0,0,85,0,0
"veg",2012,3,"nc","slnwr",8.4,0,90,0,0
"veg",2012,3,"nc","slnwr",16.2,0,35,0,4
"veg",2012,3,"nc","slnwr",0,0,60,0,0
"veg",2012,3,"se","mnwr",0.75,0,0,0,30
"veg",2012,3,"se","mnwr",0,0,75,0,0
"veg",2012,3,"se","mnwr",0,0,100,0,0
"veg",2012,3,"se","mnwr",0,0,50,0,0
"veg",2012,3,"se","mnwr",0,0,10,0,10
"veg",2012,3,"nw","scnwr",0,0,45,0,0
"veg",2012,3,"nw","scnwr",50,0,0,0,100
"veg",2012,3,"nw","scnwr",36.8,0,60,0,0
"veg",2012,3,"nw","scnwr",0,0,90,0,10
"veg",2012,3,"nw","scnwr",41,0,95,0,0
"veg",2012,3,"ne","tsca",0,0,25,0,25
"veg",2012,3,"ne","tsca",0,0,15,0,20
"veg",2012,3,"ne","tsca",0,0,80,0,0
"veg",2012,3,"ne","tsca",0,0,15,0,0
"veg",2012,3,"ne","tsca",0,0,0,0,50
"veg",2012,3,"ne","tsca",0,0,5,0,0
"veg",2012,3,"ne","tsca",0,0,0,0,98
"veg",2012,3,"ne","tsca",0,0,40,0,0
"veg",2012,3,"ne","tsca",0,0,60,0,0
"veg",2012,3,"ne","tsca",0,0,50,0,0
"veg",2012,3,"nc","fgca",22.8,0,10,0,0
"veg",2012,3,"nc","fgca",0.2,0,35,0,0
"veg",2012,3,"nc","fgca",0,0,40,0,38
"veg",2012,3,"nc","fgca",0,0,25,0,0
"veg",2012,3,"nc","fgca",21.2,0,72,0,0
"veg",2012,3,"nc","fgca",0.4,0,49,0,0
"veg",2012,3,"nc","fgca",12,0,55,0,15
"veg",2012,3,"nc","fgca",7.2,0,60,0,0
"veg",2012,3,"nc","fgca",21.2,0,40,0,0
"veg",2012,3,"nc","fgca",5.6,0,0,0,90
"veg",2012,3,"nc","fgca",0,0,50,0,25
"veg",2012,3,"nc","fgca",5.6,0,0,0,90
"veg",2012,3,"nc","fgca",7.2,0,35,0,0
"veg",2012,3,"nc","fgca",5.6,0,80,0,0
"veg",2012,3,"nc","fgca",21.8,0,0,0,98
"veg",2012,3,"nc","fgca",7.2,0,45,0,20
"veg",2012,3,"nc","fgca",21.2,0,51,0,0
"veg",2012,3,"nc","fgca",0.6,0,60,0,0
"veg",2012,3,"nc","fgca",0,0,40,0,38
"veg",2012,3,"nc","fgca",21.8,0,35,0,0
"veg",2012,3,"se","osca",8,0,10,0,0
"veg",2012,3,"se","osca",0,0,15,0,10
"veg",2012,3,"se","osca",0,0,5,0,0
"veg",2012,3,"se","osca",2.3,0,60,0,0
"veg",2012,3,"se","osca",6.6,0,25,0,0
"veg",2012,3,"nw","nvca",0,0,45,0,35
"veg",2012,3,"nw","nvca",0,0,3,0,97
"veg",2012,3,"nw","nvca",31.4,0,10,0,0
"veg",2012,3,"nw","nvca",9.4,0,0,0,100
"veg",2012,3,"nw","nvca",14.2,0,0,0,100
"veg",2013,3,"ne","bkca",0,0,0,0,100
"veg",2013,3,"ne","bkca",0,0,30,0,35
"veg",2013,3,"ne","bkca",9.9,0,0,0,100
"veg",2013,3,"ne","bkca",9.2,0,90,0,0
"veg",2013,3,"ne","bkca",0,0,50,0,50
"veg",2014,3,"ne","ccnwr",0,0,40,50,10
"veg",2014,3,"ne","ccnwr",0,0,90,10,0
"veg",2014,3,"ne","ccnwr",0,0,20,20,20
"veg",2014,3,"ne","ccnwr",0,0,20,20,20
"veg",2014,3,"ne","ccnwr",31.8,0,60,10,0
"veg",2015,3,"nw","nvca",0,0,70,0,10
"veg",2015,3,"nw","nvca",29,0,50,0,30
"veg",2015,3,"nw","nvca",51.2,0,50,0,50
"veg",2015,3,"nw","nvca",0,0,70,30,0
"veg",2015,3,"nw","nvca",0,0,50,0,50
"veg",2015,3,"ne","tsca",0,0,0,0,70
"veg",2015,3,"ne","tsca",27.4,0,85,0,0
"veg",2015,3,"ne","tsca",0,0,70,30,0
"veg",2015,3,"ne","tsca",15.6,0,35,20,0
"veg",2015,3,"ne","tsca",32.6,0,75,25,0
"veg",2015,4,"ne","bkca",0,0,30,0,70
"veg",2015,4,"ne","bkca",3.6,0,10,60,20
"veg",2015,4,"ne","bkca",24,0,20,20,20
"veg",2015,4,"ne","bkca",0,0,40,0,60
"veg",2015,4,"ne","bkca",43.2,0,70,30,0
"veg",2015,4,"ne","bkca",0,0,20,20,20
"veg",2015,4,"ne","bkca",0,0,0,0,100
"veg",2015,4,"ne","bkca",23.2,0,100,0,0
"veg",2015,4,"ne","bkca",11.8,0,40,10,50
"veg",2015,4,"ne","bkca",15.2,0,30,70,0
"veg",2015,4,"ne","bkca",3.6,0,100,0,0
"veg",2015,4,"ne","bkca",24.2,0,50,0,50
"veg",2015,4,"ne","bkca",35.4,0,65,10,20
"veg",2015,4,"ne","bkca",43.2,0,20,0,80
"veg",2015,4,"ne","bkca",0,0,20,20,0
"veg",2015,4,"se","dcca",9.6,0,25,10,50
"veg",2015,4,"se","dcca",0,0,30,15,35
"veg",2015,4,"se","dcca",19.4,0,70,0,0
"veg",2015,4,"se","dcca",23,0,35,0,10
"veg",2015,4,"se","dcca",0,0,70,0,0
"veg",2015,4,"se","osca",1.8,0,30,0,0
"veg",2015,4,"se","osca",18.4,0,30,10,0
"veg",2015,4,"se","osca",9,0,5,0,30
"veg",2015,4,"se","osca",14.2,0,5,0,25
"veg",2015,4,"se","osca",8.4,0,10,0,35
"veg",2013,4,"nw","scnwr",23.2,0,0,0,20
"veg",2013,4,"nw","scnwr",0,0,0,0,97
"veg",2013,4,"nw","scnwr",0,0,35,0,0
"veg",2013,4,"nw","scnwr",0,0,0,0,25
"veg",2013,4,"nw","scnwr",9.5,0,0,0,30
"veg",2016,2,"nc","fgca",0,0,100,0,0
"veg",2016,2,"nc","fgca",0,0,50,0,50
"veg",2016,2,"nc","fgca",0,0,30,25,0
"veg",2016,2,"nc","fgca",0,0,0,80,0
"veg",2016,2,"nc","fgca",16.8,0,70,0,10
"veg",2016,4,"ne","bkca",26.8,0,50,10,0
"veg",2016,4,"ne","bkca",11,0,100,0,0
"veg",2016,4,"ne","bkca",10.6,0,0,100,0
"veg",2016,4,"ne","bkca",3,0,75,5,20
"veg",2016,4,"ne","bkca",37.2,0,60,0,25
"veg",2016,4,"ne","bkca",11,0,100,0,0
"veg",2016,4,"ne","bkca",13.6,0,70,0,0
"veg",2016,4,"ne","bkca",42.4,0,60,40,0
"veg",2016,4,"ne","bkca",1.2,0,70,30,0
"veg",2016,4,"ne","bkca",28.4,0,0,100,0
"y",2012,3,"ne","ccnwr",0,1,82,0,0
"y",2012,3,"ne","ccnwr",0,1,80,0,0
"y",2012,3,"ne","ccnwr",25.2,1,70,0,0
"y",2012,3,"se","dcca",3.6,1,0,0,80
"y",2012,3,"ne","bkca",26.2,1,55,0,35
"y",2012,2,"ne","bkca",11.4,1,50,0,30
"y",2012,3,"ne","bkca",6.5,1,82,0,0
"y",2012,3,"ne","bkca",3,1,15,0,40
"y",2012,3,"ne","bkca",0,1,25,0,50
"y",2012,3,"nc","slnwr",0,1,30,0,15
"y",2012,3,"nc","slnwr",11,1,90,0,0
"y",2012,3,"nc","slnwr",5.2,1,100,0,0
"y",2012,3,"nc","slnwr",4.2,1,85,0,0
"y",2012,3,"nc","slnwr",3.6,1,85,0,0
"y",2012,3,"nc","slnwr",3.6,1,50,0,15
"y",2012,3,"nc","slnwr",3.4,1,85,0,10
"y",2012,3,"nc","slnwr",2.8,1,85,0,10
"y",2012,3,"nc","slnwr",2.8,1,80,0,10
"y",2012,3,"nc","slnwr",2.8,1,90,0,0
"y",2012,3,"nc","slnwr",2.4,1,70,0,0
"y",2012,2,"nc","slnwr",1.6,1,90,0,5
"y",2012,3,"nc","slnwr",1.2,1,90,0,0
"y",2012,3,"nc","slnwr",0,1,70,0,0
"y",2012,3,"se","mnwr",0,1,50,0,50
"y",2012,3,"nw","scnwr",28.4,1,90,0,0
"y",2012,3,"ne","tsca",3.4,1,45,0,34
"y",2012,3,"ne","tsca",0,1,0,0,10
"y",2012,3,"nc","fgca",13.6,1,70,0,0
"y",2012,3,"nc","fgca",11,1,80,0,0
"y",2012,3,"nc","fgca",11,1,40,0,0
"y",2012,3,"nc","fgca",0.8,1,40,0,0
"y",2012,3,"se","osca",3.9,1,30,0,0
"y",2012,3,"nw","nvca",5.1,1,28,0,71
"y",2013,3,"ne","bkca",0,1,15,0,0
"y",2014,3,"ne","ccnwr",0,1,30,0,65
"y",2015,3,"nw","nvca",0,1,10,0,50
"y",2015,3,"ne","tsca",23.6,1,40,60,0
"y",2015,4,"ne","bkca",1,1,50,0,50
"y",2015,4,"ne","bkca",0,1,40,0,60
"y",2015,4,"ne","bkca",0,1,80,10,10
"y",2015,4,"se","dcca",0,1,65,30,0
"y",2015,4,"se","osca",20.4,1,45,0,30
"y",2013,4,"nw","scnwr",34.8,1,0,0,0
"y",2016,2,"nc","fgca",0,1,60,35,5
"y",2016,4,"ne","bkca",11,1,100,0,0
"y",2016,4,"ne","bkca",6.4,1,90,0,10
